id,name_en,name_ar,aliases,created_by_user_id,servings,total_yield_grams,calories_per_serving,protein_grams_per_serving,carbohydrate_grams_per_serving,fat_grams_per_serving,country_code,cuisine,source,external_source_id,source_version,is_active,archived_at,created_at,updated_at,instructions
bdef9fe9-c960-49dc-8cdb-3f9f485a512f,Stuffed Zucchini with Lean Beef and Rice,كوسة محشي باللحم والأرز,"[""Mahshi kousa with meat"", ""Stuffed courgette""]",,4.00,1600.00,426.00,30.00,45.00,14.00,EG,Egyptian,Spotter Curated,spotter-seed-2026-015,seed-v1.0,true,,2026-09-01T17:04:00+03:00,2026-09-01T17:04:00+03:00,"Hollow zucchini; fill with a mixture of rice, lean minced beef, herbs, tomato, and spices; simmer gently in tomato broth until tender."
027e3ec7-e7e0-4ae2-b002-d1d94fdc867a,Stuffed Bell Peppers with Rice and Lean Beef,فلفل محشي بالأرز واللحم قليل الدهن,"[""Stuffed peppers"", ""Mahshi filfil""]",,4.00,1600.00,429.00,30.00,48.00,13.00,EG,Egyptian,Spotter Curated,spotter-seed-2026-016,seed-v1.0,true,,2026-09-01T17:04:00+03:00,2026-09-01T17:04:00+03:00,"Fill bell peppers with rice, lean minced beef, tomato, onion, herbs, and spices; bake or simmer until the peppers and rice are tender."
f59331cc-4042-4ab0-9b1f-677aabd99aac,Chicken Freekeh Bowl,فريكة بالدجاج والخضار,"[""Chicken freekeh"", ""Freekeh chicken bowl""]",,4.00,1800.00,508.00,45.00,55.00,12.00,,Middle Eastern,Spotter Curated,spotter-seed-2026-017,seed-v1.0,true,,2026-09-01T17:04:00+03:00,2026-09-01T17:04:00+03:00,"Cook freekeh in seasoned stock; grill or pan-sear chicken; assemble with cucumber, tomato, herbs, and a light lemon dressing."
32cf33f1-f0b4-4a16-b980-93fc0773bb5e,Egyptian Eggah with Vegetables,عجة مصرية بالخضار,"[""Egyptian omelette"", ""Eggah""]",,4.00,1000.00,320.00,26.00,18.00,16.00,EG,Egyptian,Spotter Curated,spotter-seed-2026-018,seed-v1.0,true,,2026-09-01T17:04:00+03:00,2026-09-01T17:04:00+03:00,"Whisk eggs with chopped parsley, onion, tomato, peppers, and spices; cook in a lightly oiled pan or bake until set."
49c03b69-1289-47d4-bf4c-47a0a0381aa7,Alexandrian Liver with Baladi Salad,كبدة إسكندراني مع سلطة بلدي,"[""Kebda Eskandarani"", ""Alexandrian beef liver""]",,4.00,1000.00,338.00,38.00,15.00,14.00,EG,Egyptian,Spotter Curated,spotter-seed-2026-019,seed-v1.0,true,,2026-09-01T17:04:00+03:00,2026-09-01T17:04:00+03:00,"Quickly saute sliced beef liver with garlic, cumin, chili, vinegar, and peppers; avoid overcooking; serve with baladi salad."
f0f5c12a-8dda-4b06-8e62-ff1cf846054b,Tuna with Baladi Salad and Baladi Bread,تونة مع سلطة بلدي وعيش بلدي,"[""Tuna baladi plate"", ""Tuna salad with Egyptian bread""]",,2.00,800.00,386.00,34.00,40.00,10.00,EG,Egyptian,Spotter Curated,spotter-seed-2026-020,seed-v1.0,true,,2026-09-01T17:04:00+03:00,2026-09-01T17:04:00+03:00,"Drain tuna and combine with lemon, pepper, parsley, tomato, cucumber, and onion; serve with a measured portion of baladi bread."
a790be13-5bc5-4a3a-82e7-820b56da337e,Lean Spaghetti Bolognese,سباجيتي بولونيز باللحم قليل الدهن,"[""Spaghetti with meat sauce"", ""Bolognese pasta""]",,4.00,1800.00,530.00,36.00,65.00,14.00,IT,Italian,Spotter Curated,spotter-seed-2026-021,seed-v1.0,true,,2026-09-01T17:04:00+03:00,2026-09-01T17:04:00+03:00,Brown lean minced beef with onion and garlic; simmer with tomato and herbs; toss or serve over cooked spaghetti.
485a8a1f-a1d9-4ae9-ae0c-a13631a0ebc0,Pasta Pomodoro,مكرونة بصلصة الطماطم,"[""Tomato pasta"", ""Spaghetti pomodoro""]",,4.00,1600.00,434.00,16.00,70.00,10.00,IT,Italian,Spotter Curated,spotter-seed-2026-022,seed-v1.0,true,,2026-09-01T17:04:00+03:00,2026-09-01T17:04:00+03:00,"Cook pasta until al dente; simmer tomato with garlic, basil, and a measured amount of olive oil; toss together and season."
44381817-5e64-41c1-85b0-57314ff215ca,Grilled Chicken Caesar Salad,سلطة سيزر بالدجاج المشوي,"[""Chicken Caesar"", ""Caesar salad with grilled chicken""]",,2.00,760.00,402.00,42.00,18.00,18.00,US,American,Spotter Curated,spotter-seed-2026-023,seed-v1.0,true,,2026-09-01T17:04:00+03:00,2026-09-01T17:04:00+03:00,"Grill seasoned chicken; toss romaine with a moderate amount of Caesar dressing, Parmesan, and croutons; slice chicken over the salad."
a7ef5f71-e966-461f-9542-7aff63fc5146,Chicken Breast with Rice and Broccoli,صدر دجاج مع أرز وبروكلي,"[""Chicken rice broccoli"", ""Bodybuilding chicken and rice""]",,4.00,1800.00,493.00,48.00,55.00,9.00,,International,Spotter Curated,spotter-seed-2026-024,seed-v1.0,true,,2026-09-01T17:04:00+03:00,2026-09-01T17:04:00+03:00,Season and grill or pan-sear chicken breast; cook rice; steam broccoli; portion all three components evenly.
3e237689-363a-400d-b582-f543be2d4583,Oven Chicken with Potatoes and Vegetables,دجاج مع بطاطس وخضار بالفرن,"[""Chicken potato tray bake"", ""Baked chicken and vegetables""]",,4.00,1800.00,484.00,44.00,50.00,12.00,,International,Spotter Curated,spotter-seed-2026-025,seed-v1.0,true,,2026-09-01T17:04:00+03:00,2026-09-01T17:04:00+03:00,"Toss chicken, potato, peppers, zucchini, onion, garlic, and spices with a small amount of oil; roast until chicken is cooked and vegetables are browned."
3e93e92d-b9f8-4202-a5d4-74aa16e83eea,Beef Rice Bowl with Vegetables,وعاء أرز باللحم والخضار,"[""Beef rice bowl"", ""Lean beef bowl""]",,4.00,1800.00,506.00,40.00,55.00,14.00,,International,Spotter Curated,spotter-seed-2026-026,seed-v1.0,true,,2026-09-01T17:04:00+03:00,2026-09-01T17:04:00+03:00,Cook lean beef strips with garlic and spices; saute mixed vegetables; serve over rice with a light sauce.
dfaf8eee-6ce0-4bd0-84b7-13220f42db03,Baked Salmon with Potatoes and Vegetables,سلمون مخبوز مع بطاطس وخضار,"[""Salmon potato plate"", ""Oven salmon and vegetables""]",,4.00,1800.00,512.00,38.00,45.00,20.00,,International,Spotter Curated,spotter-seed-2026-027,seed-v1.0,true,,2026-09-01T17:04:00+03:00,2026-09-01T17:04:00+03:00,"Season salmon with lemon, garlic, and herbs; bake with potatoes and vegetables until the salmon flakes and potatoes are tender."
76848569-75e4-4328-a6e1-45852c9ede41,Tuna Pasta Salad,سلطة مكرونة بالتونة,"[""Tuna macaroni salad"", ""Healthy tuna pasta""]",,4.00,1600.00,484.00,34.00,60.00,12.00,,International,Spotter Curated,spotter-seed-2026-028,seed-v1.0,true,,2026-09-01T17:04:00+03:00,2026-09-01T17:04:00+03:00,"Combine cooked pasta with drained tuna, cucumber, tomato, corn, herbs, lemon, and a light yogurt or olive-oil dressing; chill before serving."
e168a49b-5727-4852-a022-79e598ef67af,Chicken Fajita Bowl,وعاء فاهيتا دجاج,"[""Chicken fajita rice bowl"", ""Fajita bowl""]",,4.00,1800.00,505.00,42.00,55.00,13.00,MX,Mexican-inspired,Spotter Curated,spotter-seed-2026-029,seed-v1.0,true,,2026-09-01T17:04:00+03:00,2026-09-01T17:04:00+03:00,Cook seasoned chicken strips with peppers and onions; serve over rice with tomato salsa and optional yogurt in place of heavy sour cream.
d2ef7961-4572-405b-85db-4bfb6410ac35,Chicken Wrap with Yogurt Sauce,راب دجاج بصوص الزبادي,"[""Healthy chicken wrap"", ""Grilled chicken wrap""]",,4.00,1400.00,444.00,38.00,46.00,12.00,,International,Spotter Curated,spotter-seed-2026-030,seed-v1.0,true,,2026-09-01T17:04:00+03:00,2026-09-01T17:04:00+03:00,"Fill flatbread with grilled chicken, lettuce, tomato, cucumber, and a garlic-lemon yogurt sauce; roll tightly and toast briefly if desired."
40653386-d205-4f33-b80b-87a0b97bce80,Oatmeal with Banana and Milk,شوفان بالموز والحليب,"[""Banana oatmeal"", ""Oats with milk and banana""]",,2.00,700.00,414.00,16.00,65.00,10.00,,International,Spotter Curated,spotter-seed-2026-031,seed-v1.0,true,,2026-09-01T17:04:00+03:00,2026-09-01T17:04:00+03:00,Cook oats with milk until creamy; stir in cinnamon; top with sliced banana and optional measured nuts or seeds.
b5346b2f-667b-4f49-8b59-587bfa87fbb7,Greek Yogurt with Oats and Fruit,زبادي يوناني بالشوفان والفواكه,"[""Greek yogurt oat bowl"", ""Yogurt fruit oats""]",,2.00,700.00,360.00,24.00,48.00,8.00,,International,Spotter Curated,spotter-seed-2026-032,seed-v1.0,true,,2026-09-01T17:04:00+03:00,2026-09-01T17:04:00+03:00,"Add Greek yogurt to a bowl; top with oats, seasonal fruit, cinnamon, and a small measured amount of nuts or seeds."
72966956-9ea4-429a-8213-cee896e3d80a,Egg and Avocado Toast,توست أفوكادو بالبيض,"[""Avocado egg toast"", ""Egg avocado sandwich""]",,2.00,500.00,370.00,20.00,32.00,18.00,,International,Spotter Curated,spotter-seed-2026-033,seed-v1.0,true,,2026-09-01T17:04:00+03:00,2026-09-01T17:04:00+03:00,"Toast bread; mash avocado with lemon, salt, and pepper; spread on toast and top with cooked eggs."
ef768361-b7c7-4a35-acd9-2e67af181f5b,Banana Oat Pancakes,بان كيك الشوفان والموز,"[""Oat banana pancakes"", ""Fitness pancakes""]",,2.00,600.00,390.00,20.00,55.00,10.00,,International,Spotter Curated,spotter-seed-2026-034,seed-v1.0,true,,2026-09-01T17:04:00+03:00,2026-09-01T17:04:00+03:00,"Blend oats, banana, eggs, milk, cinnamon, and baking powder; cook small pancakes on a lightly greased nonstick pan."
8a091bd7-75dd-4af7-af50-30429c4b087d,Lentil and Chickpea Salad,سلطة عدس وحمص,"[""Lentil chickpea bowl"", ""Protein legume salad""]",,4.00,1400.00,414.00,20.00,52.00,14.00,,Mediterranean,Spotter Curated,spotter-seed-2026-035,seed-v1.0,true,,2026-09-01T17:04:00+03:00,2026-09-01T17:04:00+03:00,"Combine cooked lentils and chickpeas with tomato, cucumber, parsley, onion, and lemon; dress with a measured amount of olive oil."
4273e1e8-2c26-42d9-9a7c-a7c077edb359,Koshari,كشري,"[""Koshary"", ""Kushari"", ""Koshary Egyptian""]",,6.00,3000.00,718.00,20.00,110.00,22.00,EG,Egyptian,Spotter Curated,spotter-seed-2026-036,seed-v1.0,true,,2026-09-01T17:04:00+03:00,2026-09-01T17:04:00+03:00,"Cook rice, lentils, macaroni, and chickpeas separately; layer them in bowls; top with spiced tomato sauce, garlic-vinegar sauce, and crispy fried onions."
f87d4310-bcac-4104-92ba-661a85070d7a,Hawawshi,حواوشي,"[""Egyptian meat-stuffed bread"", ""Hawawshi sandwich""]",,4.00,1000.00,600.00,32.00,55.00,28.00,EG,Egyptian,Spotter Curated,spotter-seed-2026-037,seed-v1.0,true,,2026-09-01T17:04:00+03:00,2026-09-01T17:04:00+03:00,"Mix minced beef with onion, pepper, parsley, chili, and spices; stuff into baladi bread; brush lightly with fat and bake until the bread is crisp and meat is cooked."
fe362571-ae96-4836-908f-0cd205ad897c,Macarona Bechamel,مكرونة بشاميل,"[""Egyptian macaroni bechamel"", ""Pasta bechamel""]",,8.00,3600.00,688.00,28.00,72.00,32.00,EG,Egyptian,Spotter Curated,spotter-seed-2026-038,seed-v1.0,true,,2026-09-01T17:04:00+03:00,2026-09-01T17:04:00+03:00,"Cook pasta; prepare seasoned minced-beef tomato filling and a creamy bechamel; layer pasta, meat, and bechamel in a baking dish; bake until set and browned."
493c91ce-013e-45e9-835b-daaf306709f9,Feteer Meshaltet,فطير مشلتت,"[""Feteer"", ""Egyptian layered pastry""]",,8.00,1600.00,651.00,14.00,70.00,35.00,EG,Egyptian,Spotter Curated,spotter-seed-2026-039,seed-v1.0,true,,2026-09-01T17:04:00+03:00,2026-09-01T17:04:00+03:00,Stretch dough very thin; fold repeatedly with butter or ghee between layers; shape into rounds and bake at high heat until puffed and deeply golden.
80a12377-ad53-458c-92f8-070cd77af425,Beef Fattah,فتة باللحم,"[""Egyptian fatta"", ""Fattah with beef""]",,6.00,3000.00,734.00,36.00,80.00,30.00,EG,Egyptian,Spotter Curated,spotter-seed-2026-040,seed-v1.0,true,,2026-09-01T17:04:00+03:00,2026-09-01T17:04:00+03:00,Layer toasted bread and rice; add garlic-vinegar tomato sauce and tender cooked beef; spoon over broth or sauce and serve hot.
ee2a222b-4dbd-4c0e-871a-391532916ebb,Chicken Shawarma Sandwich,ساندويتش شاورما دجاج,"[""Chicken shawerma sandwich"", ""Shawarma wrap""]",,4.00,1200.00,585.00,35.00,55.00,25.00,,Middle Eastern,Spotter Curated,spotter-seed-2026-041,seed-v1.0,true,,2026-09-01T17:04:00+03:00,2026-09-01T17:04:00+03:00,"Marinate sliced chicken with yogurt or vinegar, garlic, lemon, and shawarma spices; sear until browned; wrap in bread with pickles and garlic sauce."
2139130b-b992-440c-8f7e-fd156358b112,Fried Taameya Sandwich,ساندويتش طعمية مقلية,"[""Falafel sandwich Egyptian"", ""Taameya sandwich""]",,4.00,1120.00,528.00,18.00,60.00,24.00,EG,Egyptian,Spotter Curated,spotter-seed-2026-042,seed-v1.0,true,,2026-09-01T17:04:00+03:00,2026-09-01T17:04:00+03:00,"Blend soaked fava beans with herbs, onion, garlic, coriander, and cumin; shape and deep-fry until crisp; serve in baladi bread with salad and tahini."
5530ede8-88a6-41e2-a164-981bf3fcfaa1,Om Ali,أم علي,"[""Umm Ali"", ""Egyptian bread pudding""]",,8.00,2000.00,560.00,12.00,65.00,28.00,EG,Egyptian,Spotter Curated,spotter-seed-2026-043,seed-v1.0,true,,2026-09-01T17:04:00+03:00,2026-09-01T17:04:00+03:00,Break baked pastry into a dish; add nuts and raisins; pour over sweetened hot milk; top with cream and bake until bubbling and browned.
3c7caaf9-0a65-4eb9-8a3d-ab7d4bf5fc26,Basbousa,بسبوسة,"[""Semolina syrup cake"", ""Egyptian basbousa""]",,12.00,1200.00,390.00,5.00,52.00,18.00,EG,Egyptian,Spotter Curated,spotter-seed-2026-044,seed-v1.0,true,,2026-09-01T17:04:00+03:00,2026-09-01T17:04:00+03:00,"Mix semolina with yogurt, sugar, butter or ghee, and leavening; spread in a tray and bake; pour cool sugar syrup over the hot cake and rest before cutting."
7dbdf83f-136e-4be8-b2d0-2a9dad0dbaaa,Kunafa,كنافة,"[""Knafeh"", ""Konafa"", ""Kanafeh""]",,12.00,1440.00,523.00,8.00,62.00,27.00,,Middle Eastern,Spotter Curated,spotter-seed-2026-045,seed-v1.0,true,,2026-09-01T17:04:00+03:00,2026-09-01T17:04:00+03:00,Coat shredded kunafa pastry with melted butter or ghee; layer with the chosen filling; bake until crisp and golden; soak lightly with sugar syrup.
a72fca55-3ee2-4175-8ae8-2a7a3d900f8d,Margherita Pizza,بيتزا مارجريتا,"[""Cheese and tomato pizza"", ""Pizza Margherita""]",,4.00,1000.00,500.00,22.00,58.00,20.00,IT,Italian,Spotter Curated,spotter-seed-2026-046,seed-v1.0,true,,2026-09-01T17:04:00+03:00,2026-09-01T17:04:00+03:00,Stretch pizza dough; spread with tomato sauce; add mozzarella and basil; bake on a very hot surface until the crust is browned and cheese bubbles.
b3ef8fde-2c12-4d28-a66d-b09d345485c6,Pepperoni Pizza,بيتزا بيبروني,"[""Pepperoni cheese pizza""]",,4.00,1000.00,554.00,25.00,55.00,26.00,US,American-Italian,Spotter Curated,spotter-seed-2026-047,seed-v1.0,true,,2026-09-01T17:04:00+03:00,2026-09-01T17:04:00+03:00,"Stretch pizza dough; add tomato sauce, mozzarella, and pepperoni slices; bake at high heat until the crust is crisp and cheese is browned."
76ec7931-2a95-483e-ac97-5f809e47857a,Beef Burger,برجر لحم,"[""Cheeseburger"", ""Hamburger""]",,4.00,1200.00,548.00,32.00,42.00,28.00,US,American,Spotter Curated,spotter-seed-2026-048,seed-v1.0,true,,2026-09-01T17:04:00+03:00,2026-09-01T17:04:00+03:00,"Shape seasoned ground beef into patties; grill or sear to a safe doneness; assemble in buns with vegetables, sauce, and optional cheese."
8ffdd4fd-4189-4788-9e36-49a165c48004,Fried Chicken Sandwich,ساندويتش دجاج مقلي,"[""Crispy chicken sandwich"", ""Fried chicken burger""]",,4.00,1320.00,603.00,35.00,55.00,27.00,US,American,Spotter Curated,spotter-seed-2026-049,seed-v1.0,true,,2026-09-01T17:04:00+03:00,2026-09-01T17:04:00+03:00,"Season chicken; coat in seasoned flour or crumbs and fry until crisp and safely cooked; serve in a bun with lettuce, pickles, and sauce."
39047667-51f2-4b5f-9492-8a30c7d2fb77,Chicken Alfredo Pasta,مكرونة ألفريدو بالدجاج,"[""Fettuccine Alfredo with chicken"", ""Chicken creamy pasta""]",,4.00,1800.00,720.00,38.00,70.00,32.00,US,American-Italian,Spotter Curated,spotter-seed-2026-050,seed-v1.0,true,,2026-09-01T17:04:00+03:00,2026-09-01T17:04:00+03:00,Cook pasta; sear seasoned chicken; make a creamy Parmesan sauce with butter and cream; combine pasta with sauce and sliced chicken.
