id,name_en,name_ar,aliases,created_by_user_id,servings,total_yield_grams,calories_per_serving,protein_grams_per_serving,carbohydrate_grams_per_serving,fat_grams_per_serving,country_code,cuisine,source,external_source_id,source_version,is_active,archived_at,created_at,updated_at,instructions
05669b83-e0ad-4f5d-8305-9dcf59fa715b,Baked Eggplant with Chickpeas and Tomato,باذنجان مخبوز بالحمص والطماطم,"[""Eggplant chickpea bake"", ""Mediterranean aubergine and chickpeas""]",,4.00,1600.00,373.00,16.00,48.00,13.00,,Mediterranean,Spotter Curated,spotter-seed-2026-061,seed-v2.0,true,,2026-09-01T17:04:00+03:00,2026-09-01T17:04:00+03:00,"Roast eggplant until browned; simmer chickpeas with tomato, onion, garlic, cumin, and coriander; combine and bake briefly before serving."
8c3ed6fb-fe1d-4912-9ed7-d5b320f7223d,Mujaddara with Yogurt Cucumber Salad,مجدرة مع سلطة زبادي بالخيار,"[""Lentils and rice with yogurt"", ""Mujadara""]",,4.00,1680.00,442.00,20.00,68.00,10.00,,Levantine,Spotter Curated,spotter-seed-2026-062,seed-v2.0,true,,2026-09-01T17:04:00+03:00,2026-09-01T17:04:00+03:00,"Cook lentils and rice with cumin and browned onions; mix yogurt with cucumber, mint, and lemon; serve the cool salad beside the mujaddara."
b467fa1c-de78-443e-835f-32083c847859,Roasted Cauliflower with Chickpeas and Tahini,قرنبيط مشوي بالحمص والطحينة,"[""Cauliflower chickpea tahini bowl"", ""Roasted cauliflower salad""]",,4.00,1400.00,369.00,16.00,38.00,17.00,,Middle Eastern,Spotter Curated,spotter-seed-2026-063,seed-v2.0,true,,2026-09-01T17:04:00+03:00,2026-09-01T17:04:00+03:00,"Roast cauliflower and chickpeas with cumin, paprika, and a small amount of oil; drizzle with lemon-tahini sauce and add fresh herbs."
d73c19ba-060b-4ee6-a2a0-6af13ab954d7,Tabbouleh with Grilled Chicken,تبولة مع دجاج مشوي,"[""Chicken tabbouleh salad"", ""Grilled chicken tabbouleh""]",,4.00,1520.00,388.00,40.00,30.00,12.00,LB,Levantine,Spotter Curated,spotter-seed-2026-064,seed-v2.0,true,,2026-09-01T17:04:00+03:00,2026-09-01T17:04:00+03:00,"Mix parsley, tomato, mint, bulgur, lemon, and a small amount of olive oil; grill seasoned chicken and serve it sliced over the tabbouleh."
643414c7-e53c-4327-bfa8-dd2f4f2f035f,Chicken Kebab with Bulgur and Salad,كباب دجاج مع برغل وسلطة,"[""Chicken kebab bowl"", ""Grilled chicken skewers with bulgur""]",,4.00,1720.00,467.00,44.00,48.00,11.00,,Middle Eastern,Spotter Curated,spotter-seed-2026-065,seed-v2.0,true,,2026-09-01T17:04:00+03:00,2026-09-01T17:04:00+03:00,"Marinate chicken cubes with lemon, garlic, paprika, and spices; grill on skewers; serve with cooked bulgur and fresh salad."
f05457a5-c731-4efb-ad53-2bc74c816905,Grilled Beef Steak with Potatoes and Vegetables,ستيك لحم مشوي مع بطاطس وخضار,"[""Steak potato plate"", ""Lean steak with vegetables""]",,4.00,1720.00,498.00,42.00,42.00,18.00,,International,Spotter Curated,spotter-seed-2026-066,seed-v2.0,true,,2026-09-01T17:04:00+03:00,2026-09-01T17:04:00+03:00,Season lean steak and grill to the desired safe doneness; roast potatoes and mixed vegetables; rest and slice the steak before serving.
498dc262-caa8-466a-bca6-78a050d4d53b,Tuna and White Bean Salad,سلطة تونة وفاصوليا بيضاء,"[""Tuna bean salad"", ""Mediterranean tuna white bean salad""]",,2.00,760.00,404.00,36.00,38.00,12.00,,Mediterranean,Spotter Curated,spotter-seed-2026-067,seed-v2.0,true,,2026-09-01T17:04:00+03:00,2026-09-01T17:04:00+03:00,"Combine drained tuna and white beans with tomato, cucumber, onion, parsley, lemon, pepper, and a measured amount of olive oil."
01f01ba9-d0c3-4223-b58a-8e37e3f7ad1f,Tuna Stuffed Baked Potato,بطاطس مخبوزة محشية بالتونة,"[""Tuna jacket potato"", ""Baked potato with tuna""]",,2.00,800.00,426.00,32.00,52.00,10.00,,International,Spotter Curated,spotter-seed-2026-068,seed-v2.0,true,,2026-09-01T17:04:00+03:00,2026-09-01T17:04:00+03:00,"Bake potatoes until tender; mix drained tuna with yogurt, lemon, herbs, and pepper; split the potatoes and fill with the tuna mixture."
b3100e82-448b-48bf-af4e-986f29e0104a,Chicken Stuffed Baked Potato with Yogurt,بطاطس مخبوزة محشية بالدجاج والزبادي,"[""Chicken jacket potato"", ""Baked potato with chicken""]",,2.00,860.00,458.00,38.00,54.00,10.00,,International,Spotter Curated,spotter-seed-2026-069,seed-v2.0,true,,2026-09-01T17:04:00+03:00,2026-09-01T17:04:00+03:00,"Bake potatoes until soft; combine cooked chopped chicken with yogurt, herbs, lemon, and pepper; fill the potatoes and top with chopped vegetables."
4a05a983-5103-4496-b4cc-92fbf186802c,Chicken and Chickpea Stew,يخنة دجاج وحمص,"[""Chicken chickpea stew"", ""Chicken garbanzo stew""]",,4.00,1720.00,448.00,40.00,45.00,12.00,,Mediterranean,Spotter Curated,spotter-seed-2026-070,seed-v2.0,true,,2026-09-01T17:04:00+03:00,2026-09-01T17:04:00+03:00,"Brown chicken lightly; simmer with chickpeas, tomato, onion, garlic, cumin, coriander, and stock until the chicken is tender."
e65a2473-d8e3-4981-ae9c-e3e7c0118407,Red Lentil Chicken Curry,كاري دجاج بالعدس الأحمر,"[""Chicken lentil curry"", ""Red lentil curry with chicken""]",,4.00,1720.00,477.00,42.00,48.00,13.00,,Indian-inspired,Spotter Curated,spotter-seed-2026-071,seed-v2.0,true,,2026-09-01T17:04:00+03:00,2026-09-01T17:04:00+03:00,"Cook onion, garlic, ginger, and curry spices; add chicken, red lentils, tomato, and stock; simmer until the lentils are soft and chicken is cooked."
28e5f33e-5e54-4949-9488-4735fb9df4c3,Chicken Curry with Basmati Rice,كاري دجاج مع أرز بسمتي,"[""Chicken curry rice"", ""Simple chicken curry""]",,4.00,1840.00,522.00,41.00,58.00,14.00,IN,Indian-inspired,Spotter Curated,spotter-seed-2026-072,seed-v2.0,true,,2026-09-01T17:04:00+03:00,2026-09-01T17:04:00+03:00,"Cook onion, garlic, ginger, and curry spices; simmer chicken in a tomato-based sauce until tender; serve with measured basmati rice."
2cc20583-6f42-40ef-9bad-a6fc4f2d2bbb,Chicken Teriyaki Rice Bowl,وعاء أرز ودجاج ترياكي,"[""Teriyaki chicken bowl"", ""Chicken teriyaki with rice""]",,4.00,1760.00,498.00,40.00,62.00,10.00,JP,Japanese-inspired,Spotter Curated,spotter-seed-2026-073,seed-v2.0,true,,2026-09-01T17:04:00+03:00,2026-09-01T17:04:00+03:00,"Cook chicken pieces until browned; glaze lightly with soy, ginger, garlic, and a small amount of sweetener; serve over rice with steamed vegetables."
5d79ae5a-de82-4159-b58d-7bd240830448,Beef Stir-Fry with Vegetables and Rice,لحم مقلي سريعاً مع الخضار والأرز,"[""Beef vegetable stir fry"", ""Beef stir fry rice""]",,4.00,1760.00,510.00,38.00,58.00,14.00,,Asian-inspired,Spotter Curated,spotter-seed-2026-074,seed-v2.0,true,,2026-09-01T17:04:00+03:00,2026-09-01T17:04:00+03:00,"Quickly sear thin beef strips; stir-fry peppers, broccoli, and carrots; add a light soy-garlic sauce and serve with rice."
d97bb207-1f7e-47b4-827f-87a194119415,Light Chicken Fried Rice,أرز مقلي خفيف بالدجاج,"[""Healthy chicken fried rice"", ""Chicken vegetable fried rice""]",,4.00,1680.00,475.00,36.00,58.00,11.00,,Asian-inspired,Spotter Curated,spotter-seed-2026-075,seed-v2.0,true,,2026-09-01T17:04:00+03:00,2026-09-01T17:04:00+03:00,"Stir-fry cooked rice with chicken, egg, peas, carrots, spring onion, garlic, and a small amount of oil and soy sauce over high heat."
23fb61da-d548-482e-8df3-e064ca24dbee,Egg and Vegetable Fried Rice,أرز مقلي بالبيض والخضار,"[""Vegetable egg fried rice"", ""Egg fried rice""]",,4.00,1520.00,412.00,18.00,58.00,12.00,,Asian-inspired,Spotter Curated,spotter-seed-2026-076,seed-v2.0,true,,2026-09-01T17:04:00+03:00,2026-09-01T17:04:00+03:00,"Scramble eggs in a hot pan; add cooked rice, peas, carrots, spring onion, garlic, and a measured amount of oil and soy sauce; toss until hot."
22391433-411c-4d7d-af09-1c521ecd0905,Chicken Noodle Soup,شوربة دجاج بالنودلز,"[""Chicken noodle broth"", ""Chicken noodle soup bowl""]",,4.00,1680.00,344.00,30.00,38.00,8.00,,International,Spotter Curated,spotter-seed-2026-077,seed-v2.0,true,,2026-09-01T17:04:00+03:00,2026-09-01T17:04:00+03:00,"Simmer chicken with onion, carrot, celery, garlic, and stock; shred the chicken; add noodles and cook until tender."
39865dff-f110-4614-ad84-8a9a27ef390e,Salmon Rice Bowl with Cucumber,وعاء أرز بالسلمون والخيار,"[""Salmon rice bowl"", ""Salmon cucumber bowl""]",,4.00,1680.00,514.00,36.00,52.00,18.00,,Japanese-inspired,Spotter Curated,spotter-seed-2026-078,seed-v2.0,true,,2026-09-01T17:04:00+03:00,2026-09-01T17:04:00+03:00,"Bake or pan-sear salmon; serve over rice with cucumber, carrot, spring onion, and a light soy-lemon dressing."
c7f2d155-6275-4839-a9b1-276152ec77f3,Shrimp Pasta with Tomato Sauce,مكرونة بالجمبري وصلصة الطماطم,"[""Prawn tomato pasta"", ""Shrimp spaghetti tomato""]",,4.00,1720.00,482.00,34.00,64.00,10.00,IT,Italian,Spotter Curated,spotter-seed-2026-079,seed-v2.0,true,,2026-09-01T17:04:00+03:00,2026-09-01T17:04:00+03:00,Cook pasta until al dente; saute shrimp briefly with garlic; simmer tomato sauce with herbs; combine with pasta and shrimp.
4896d66e-b9b8-4e8f-bb9f-06e4c56f6ebf,Chicken Pesto Pasta with Vegetables,مكرونة بيستو بالدجاج والخضار,"[""Chicken pesto pasta"", ""Pesto chicken pasta""]",,4.00,1720.00,536.00,38.00,60.00,16.00,IT,Italian-inspired,Spotter Curated,spotter-seed-2026-080,seed-v2.0,true,,2026-09-01T17:04:00+03:00,2026-09-01T17:04:00+03:00,Cook pasta; grill or saute chicken and vegetables; toss with a measured amount of pesto and a splash of pasta water.
7c71cfb5-789b-4ab1-84d6-075ff0905c64,Greek Chicken Salad,سلطة يونانية بالدجاج,"[""Chicken Greek salad"", ""Mediterranean chicken salad""]",,2.00,800.00,402.00,40.00,20.00,18.00,GR,Greek,Spotter Curated,spotter-seed-2026-081,seed-v2.0,true,,2026-09-01T17:04:00+03:00,2026-09-01T17:04:00+03:00,"Grill seasoned chicken; combine tomato, cucumber, onion, olives, lettuce, and a moderate amount of feta; dress with lemon and olive oil."
20a3c697-58de-458d-861a-bf5a716daac0,Grilled Halloumi and Vegetable Salad,سلطة حلومي مشوي وخضار,"[""Halloumi salad"", ""Grilled halloumi bowl""]",,2.00,700.00,386.00,25.00,22.00,22.00,CY,Mediterranean,Spotter Curated,spotter-seed-2026-082,seed-v2.0,true,,2026-09-01T17:04:00+03:00,2026-09-01T17:04:00+03:00,"Grill halloumi slices until browned; toss lettuce, tomato, cucumber, peppers, and herbs with lemon; place the halloumi on top."
5bc20cb0-7983-49c4-aa59-5e9d785aee7b,Peanut Butter Banana Toast with Milk,توست بزبدة الفول السوداني والموز مع الحليب,"[""PB banana toast"", ""Peanut butter banana breakfast""]",,2.00,640.00,462.00,20.00,55.00,18.00,,International,Spotter Curated,spotter-seed-2026-083,seed-v2.0,true,,2026-09-01T17:04:00+03:00,2026-09-01T17:04:00+03:00,Toast bread; spread with measured peanut butter; top with banana slices and cinnamon; serve with milk.
22da2b87-dbc4-42d6-892c-e15e7ae593ba,Overnight Oats with Yogurt and Berries,شوفان منقوع بالزبادي والتوت,"[""Overnight oats"", ""Yogurt berry overnight oats""]",,2.00,700.00,389.00,22.00,55.00,9.00,,International,Spotter Curated,spotter-seed-2026-084,seed-v2.0,true,,2026-09-01T17:04:00+03:00,2026-09-01T17:04:00+03:00,"Mix oats with yogurt, milk, chia seeds, and cinnamon; refrigerate overnight; top with berries or other fruit before serving."
abfff9e6-f4a1-42ca-a691-5dcecb79ed3a,Chicken Souvlaki with Tzatziki and Pita,سوفلاكي دجاج مع تزاتزيكي وخبز بيتا,"[""Greek chicken souvlaki"", ""Chicken souvlaki plate""]",,4.00,1600.00,453.00,42.00,42.00,13.00,GR,Greek,Spotter Curated,spotter-seed-2026-085,seed-v2.0,true,,2026-09-01T17:04:00+03:00,2026-09-01T17:04:00+03:00,"Marinate chicken with lemon, garlic, oregano, and yogurt; grill on skewers; serve with pita, vegetables, and yogurt-cucumber tzatziki."
9054881d-9252-4073-97eb-9c48346849f5,Egyptian Sausage Sandwich,ساندويتش سجق مصري,"[""Sogoq sandwich"", ""Sujuk Egyptian sandwich""]",,4.00,1200.00,550.00,25.00,45.00,30.00,EG,Egyptian,Spotter Curated,spotter-seed-2026-086,seed-v2.0,true,,2026-09-01T17:04:00+03:00,2026-09-01T17:04:00+03:00,"Saute Egyptian sausage with onion, peppers, tomato, garlic, and spices; stuff into baladi or fino bread and serve hot."
c0642fd9-d2fe-4bcf-b7ba-8b6d27763194,Beef Shawarma Sandwich,ساندويتش شاورما لحم,"[""Meat shawarma sandwich"", ""Beef shawerma wrap""]",,4.00,1280.00,588.00,32.00,52.00,28.00,,Middle Eastern,Spotter Curated,spotter-seed-2026-087,seed-v2.0,true,,2026-09-01T17:04:00+03:00,2026-09-01T17:04:00+03:00,"Marinate thin beef with vinegar, garlic, spices, and onion; sear over high heat; wrap in bread with tahini, parsley, tomato, onion, and pickles."
06f88e3e-eef9-45df-a4b3-5bf82a89dacf,Chicken Pane Sandwich,ساندويتش بانيه,"[""Chicken paneh sandwich"", ""Breaded chicken sandwich""]",,4.00,1280.00,587.00,34.00,52.00,27.00,EG,Egyptian-International,Spotter Curated,spotter-seed-2026-088,seed-v2.0,true,,2026-09-01T17:04:00+03:00,2026-09-01T17:04:00+03:00,"Coat thin chicken cutlets in seasoned flour, egg, and breadcrumbs; fry until crisp and cooked through; serve in bread with lettuce and sauce."
2da5ae11-b4e5-4f97-a856-17348a325a66,Chicken Pane with Red Sauce Pasta,بانيه مع مكرونة بالصلصة,"[""Chicken paneh and pasta"", ""Breaded chicken with tomato pasta""]",,4.00,2000.00,698.00,38.00,78.00,26.00,EG,Egyptian-International,Spotter Curated,spotter-seed-2026-089,seed-v2.0,true,,2026-09-01T17:04:00+03:00,2026-09-01T17:04:00+03:00,Bread and fry chicken cutlets until crisp; cook pasta and toss with tomato-garlic sauce; serve the chicken beside the pasta.
39aa200d-a6ef-401e-a753-a7eac0722f80,Fried Fish with Sayadeya Rice,سمك مقلي مع أرز صيادية,"[""Egyptian fried fish and rice"", ""Fried fish sayadeya""]",,4.00,1920.00,655.00,38.00,65.00,27.00,EG,Egyptian Seafood,Spotter Curated,spotter-seed-2026-090,seed-v2.0,true,,2026-09-01T17:04:00+03:00,2026-09-01T17:04:00+03:00,"Season fish, coat lightly in seasoned flour, and fry until crisp and cooked through; serve with onion-spiced sayadeya rice."
a28e2ef0-9389-4d7d-aa63-f334f429fd49,Fried Shrimp Sandwich,ساندويتش جمبري مقلي,"[""Shrimp pane sandwich"", ""Fried prawn sandwich""]",,4.00,1200.00,537.00,28.00,50.00,25.00,EG,Egyptian Seafood,Spotter Curated,spotter-seed-2026-091,seed-v2.0,true,,2026-09-01T17:04:00+03:00,2026-09-01T17:04:00+03:00,"Season shrimp, coat in flour or crumbs, and fry until crisp; fill bread with shrimp, salad, pickles, and a creamy or tahini-based sauce."
423f4d6c-778f-4933-8344-60dd0c6d300f,Fried Seafood Platter,طبق مأكولات بحرية مقلية,"[""Mixed fried seafood"", ""Fried shrimp calamari fish platter""]",,4.00,1800.00,676.00,42.00,55.00,32.00,,Mediterranean Seafood,Spotter Curated,spotter-seed-2026-092,seed-v2.0,true,,2026-09-01T17:04:00+03:00,2026-09-01T17:04:00+03:00,"Season assorted fish, shrimp, and calamari; coat in seasoned flour or crumbs; fry in batches until crisp; serve with lemon and dipping sauce."
accf79ce-6db9-4226-b758-0a461ed9e454,Egyptian Goulash with Minced Beef,جلاش باللحمة المفرومة,"[""Meat goulash Egyptian"", ""Phyllo pastry with minced beef""]",,8.00,1760.00,483.00,22.00,38.00,27.00,EG,Egyptian,Spotter Curated,spotter-seed-2026-093,seed-v2.0,true,,2026-09-01T17:04:00+03:00,2026-09-01T17:04:00+03:00,Layer phyllo sheets with butter or ghee; spread seasoned cooked minced beef and onion between layers; finish with phyllo and bake until crisp and golden.
506426e1-20f8-4d79-8945-bf9b274c7231,Roz Bel Laban,رز بلبن,"[""Egyptian rice pudding"", ""Rice pudding Egyptian""]",,6.00,1500.00,390.00,8.00,58.00,14.00,EG,Egyptian,Spotter Curated,spotter-seed-2026-094,seed-v2.0,true,,2026-09-01T17:04:00+03:00,2026-09-01T17:04:00+03:00,"Cook rice slowly in milk with sugar and vanilla until creamy; portion into bowls, chill or serve warm, and garnish as desired."
38c83ee3-9acd-407e-b34b-ca05ce371c2d,Zalabya,زلابية,"[""Luqmat al qadi"", ""Lokmet el qadi"", ""Sweet fried dough balls""]",,8.00,1120.00,420.00,5.00,55.00,20.00,EG,Egyptian,Spotter Curated,spotter-seed-2026-095,seed-v2.0,true,,2026-09-01T17:04:00+03:00,2026-09-01T17:04:00+03:00,"Prepare a soft yeast batter; let it rise; drop small portions into hot oil and fry until golden; coat with sugar, syrup, or powdered sugar."
0b40cf71-40b0-4935-bfbc-bfb88b1ad9d0,Nutella Crepe,كريب نوتيلا,"[""Chocolate hazelnut crepe"", ""Nutella dessert crepe""]",,4.00,1000.00,580.00,10.00,72.00,28.00,FR,French-inspired,Spotter Curated,spotter-seed-2026-096,seed-v2.0,true,,2026-09-01T17:04:00+03:00,2026-09-01T17:04:00+03:00,"Cook thin crepes from flour, milk, egg, and a little butter; spread with chocolate-hazelnut spread, fold, and serve warm."
b1d74fb0-a7a2-4afa-bf69-cfaec514b20c,BBQ Chicken Pizza,بيتزا دجاج باربكيو,"[""Barbecue chicken pizza"", ""Chicken BBQ pizza""]",,4.00,1120.00,584.00,30.00,62.00,24.00,US,American-Italian,Spotter Curated,spotter-seed-2026-097,seed-v2.0,true,,2026-09-01T17:04:00+03:00,2026-09-01T17:04:00+03:00,"Stretch pizza dough; spread with barbecue sauce; top with cooked chicken, mozzarella, and onion; bake at high heat until browned."
f583eef8-0841-4100-8ef6-140771a9afb9,Four Cheese Pizza,بيتزا أربع جبن,"[""Quattro formaggi pizza"", ""Four-cheese pizza""]",,4.00,1080.00,607.00,27.00,55.00,31.00,IT,Italian,Spotter Curated,spotter-seed-2026-098,seed-v2.0,true,,2026-09-01T17:04:00+03:00,2026-09-01T17:04:00+03:00,Stretch pizza dough; add a light tomato or white base and a blend of four cheeses; bake at high heat until the crust and cheese are browned.
96b96aaf-0df5-47fd-8510-706416b06110,Beef Lasagna,لازانيا باللحم,"[""Meat lasagna"", ""Lasagne bolognese""]",,8.00,3360.00,630.00,32.00,58.00,30.00,IT,Italian,Spotter Curated,spotter-seed-2026-099,seed-v2.0,true,,2026-09-01T17:04:00+03:00,2026-09-01T17:04:00+03:00,Prepare a minced-beef tomato sauce and bechamel or ricotta layer; alternate with lasagna sheets and cheese; bake until tender and browned.
e7d6a24e-89d7-4acf-948c-56bc7b530ea7,Spaghetti Carbonara,سباجيتي كاربونارا,"[""Carbonara pasta"", ""Spaghetti alla carbonara""]",,4.00,1600.00,662.00,28.00,70.00,30.00,IT,Italian,Spotter Curated,spotter-seed-2026-100,seed-v2.0,true,,2026-09-01T17:04:00+03:00,2026-09-01T17:04:00+03:00,"Cook spaghetti until al dente; cook beef bacon or another suitable cured meat; combine hot pasta with egg, hard cheese, black pepper, and the cooked meat off the direct heat."
